typeURI;assetId.identificator;assetId.toegekendDoor;geometry;isActief;naam;toestand
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Voertuiglantaarn;e64e7fcb-d429-4e3d-8651-706297f14ca4-b25kZXJkZWVsI1ZvZXJ0dWlnbGFudGFhcm4;AWV;POINT Z (153143.832 206525.445 0);TRUE;CRA_TT-BA-TL2.LANTA;in-gebruik
