typeURI;assetId.identificator;assetId.toegekendDoor;bron.typeURI;bronAssetId.identificator;bronAssetId.toegekendDoor;doel.typeURI;doelAssetId.identificator;doelAssetId.toegekendDoor;isActief
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;6e35a0be-7bfb-443c-b1da-6e946cc3bd2a-b25kZXJkZWVsI0JldmVzdGlnaW5n;AWV;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Voertuiglantaarn;e64e7fcb-d429-4e3d-8651-706297f14ca4-b25kZXJkZWVsI1ZvZXJ0dWlnbGFudGFhcm4;AWV;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Seinbrug;1d520967-e479-4778-beed-226a8ae2245f-b25kZXJkZWVsI1NlaW5icnVn;AWV;TRUE
